79,4,10,5,1,6,1,20,0
27,4,9,1,14,5,1,40,0
40,4,12,5,9,3,1,40,0
67,3,6,5,6,3,1,2,0
18,4,7,1,14,5,2,22,0
31,3,4,5,11,3,1,40,0
18,4,9,1,4,2,1,30,0
52,4,13,5,14,3,1,40,0
46,4,9,5,14,4,2,40,0
59,4,9,5,4,3,1,48,0
44,4,9,2,6,2,2,40,1
53,4,9,2,4,5,2,35,0
49,3,9,5,12,3,1,40,1
33,4,14,5,1,3,1,50,0
30,4,5,1,4,2,1,40,0
43,1,16,1,1,2,2,50,1
57,4,11,5,1,3,1,40,0
37,4,10,2,6,1,2,40,0
28,4,10,2,7,1,2,25,0
30,4,9,5,4,4,2,35,0
34,3,13,5,12,3,1,40,1
29,3,10,1,8,2,1,50,0
48,5,16,5,1,3,1,60,1
37,4,10,5,4,3,1,48,1
48,4,12,2,5,1,2,40,0
32,1,9,1,14,5,1,40,0
76,4,14,5,5,3,1,40,1
44,4,13,5,5,3,1,60,1
47,5,14,1,1,2,2,50,0
20,4,10,1,2,5,2,40,0
29,4,9,1,6,2,1,40,0
32,6,9,5,6,3,1,40,1
17,3,6,1,6,5,2,32,0
30,4,7,1,8,5,1,40,0
31,3,9,1,9,2,2,40,0
42,4,9,5,8,3,1,40,0
24,4,13,1,4,6,1,40,0
38,4,15,5,1,3,1,40,1
56,5,9,5,14,3,1,50,1
28,4,10,5,4,4,2,25,0
36,4,9,1,7,5,2,40,0
53,4,5,5,8,3,1,50,0
56,6,10,5,4,3,1,50,0
49,3,11,5,6,3,1,40,1
55,4,10,5,4,3,1,56,0
22,4,9,1,6,2,1,41,0
21,4,10,1,14,5,2,40,0
40,4,13,5,5,3,1,60,0
30,4,13,1,5,5,1,40,0
29,2,13,5,1,3,1,50,1
19,4,10,1,14,5,1,35,0
47,4,13,5,5,4,2,40,1
20,4,10,1,9,5,2,28,0
31,4,12,5,9,3,1,40,1
35,3,9,5,6,3,1,40,0
39,4,10,2,6,2,1,40,0
28,4,12,1,4,2,2,60,0
24,4,9,1,14,2,2,40,0
38,5,9,5,6,3,1,35,0
37,4,13,5,4,3,1,50,0
46,4,12,2,2,2,2,36,0
38,1,14,5,1,3,1,40,1
43,5,9,5,6,3,1,60,0
27,4,11,5,9,4,2,35,0
20,4,10,1,4,5,1,20,0
49,4,10,5,6,3,1,40,1
61,6,9,5,6,3,1,40,0
27,4,10,1,4,5,2,40,0
19,4,10,1,14,5,1,30,0
45,4,11,1,1,2,2,40,1
70,4,10,1,2,6,1,40,0
31,4,9,1,10,1,2,30,0
22,4,10,5,14,3,1,24,0
36,4,9,4,14,1,2,24,0
64,4,7,5,6,3,1,40,0
43,3,10,2,6,2,2,40,0
47,3,10,2,9,1,2,38,0
34,4,9,1,9,2,2,40,0
33,4,13,1,5,6,2,40,0
21,4,9,1,6,5,1,35,0
52,3,9,2,6,2,1,45,1
48,4,9,5,6,3,1,46,0
23,4,13,1,8,2,1,40,0
71,5,10,3,4,1,1,2,0
29,4,9,2,6,2,1,60,0
42,4,13,3,14,6,1,50,0
68,3,2,2,6,2,2,20,0
25,4,9,1,14,1,2,40,0
44,6,14,2,5,1,2,40,0
28,4,9,1,5,2,2,40,0
45,5,14,5,4,3,1,40,1
36,4,10,2,14,1,2,40,0
39,1,12,1,5,2,1,42,0
46,2,14,4,12,1,1,40,0
18,4,7,1,8,5,1,16,0
66,3,11,4,1,2,2,20,0
27,4,9,1,14,2,1,40,0
28,2,9,5,12,3,1,40,0
51,4,10,5,4,3,1,40,1
27,4,13,1,6,2,1,50,0
28,2,13,5,1,3,1,40,1
27,4,9,6,4,1,2,25,0
21,4,9,1,6,5,1,40,0
34,4,9,1,8,2,1,40,0
18,4,9,1,14,5,1,12,0
33,4,13,5,1,3,1,65,0
44,3,10,5,5,3,1,38,1
43,4,10,2,9,2,2,40,0
30,4,10,1,6,2,1,45,0
40,4,4,5,7,3,1,40,1
37,1,10,5,9,3,1,42,1
34,4,9,5,9,3,1,40,0
41,5,13,2,5,2,2,40,0
53,3,13,2,6,2,2,50,0
31,4,14,5,1,4,2,50,0
58,2,16,5,1,3,1,1,1
38,4,10,2,7,2,2,28,0
24,4,10,5,7,3,1,40,0
41,3,13,5,6,3,1,40,0
47,4,10,5,2,3,1,45,0
41,1,13,5,2,3,1,24,0
23,4,3,5,10,6,1,40,0
36,4,10,2,6,2,1,40,0
40,1,14,1,5,2,2,55,1
35,4,14,5,1,6,1,40,1
24,5,9,1,4,2,1,40,0
26,4,14,1,1,2,2,40,0
19,3,9,1,6,5,1,40,0
51,4,13,5,5,3,1,50,1
42,3,10,1,1,2,2,40,0
37,2,9,2,9,1,2,35,0
18,4,7,1,4,5,2,40,0
36,4,13,5,14,3,1,36,1
35,4,9,2,6,2,1,60,0
58,6,9,5,4,4,2,35,1
17,4,7,1,4,5,2,12,0
44,3,9,5,10,3,1,40,0
37,4,9,5,6,3,1,40,1
35,4,10,1,4,2,2,40,0
60,4,9,5,6,3,1,40,0
54,6,4,5,7,3,1,40,1
37,4,13,1,5,2,1,60,1
50,4,12,2,4,2,2,40,0
38,4,13,5,4,3,1,50,0
45,4,13,5,1,3,1,55,0
25,4,6,1,6,2,1,40,0
31,4,10,5,8,3,1,40,0
64,3,2,2,6,2,1,40,0
90,4,9,1,14,2,1,40,0
54,4,9,5,9,3,1,20,0
53,3,1,1,7,2,2,35,0
18,4,9,1,4,5,2,40,0
60,3,6,2,6,2,2,10,0
66,5,9,5,11,3,1,50,0
75,4,11,4,9,2,2,20,0
65,4,9,2,9,2,2,40,0
35,4,7,3,10,2,1,40,0
41,4,9,2,4,1,2,38,0
25,4,10,1,9,2,1,42,0
33,4,10,2,6,6,2,40,0
28,4,15,1,1,2,1,55,1
59,2,9,5,14,3,1,40,0
40,2,10,1,9,2,2,38,0
41,4,13,5,5,3,1,50,1
38,3,14,5,5,3,1,70,1
23,4,9,1,10,5,1,40,0
40,4,13,5,1,3,1,40,1
41,5,9,5,14,4,2,20,0
24,2,12,5,12,3,1,50,0
20,3,10,1,6,5,1,20,0
38,4,10,2,6,2,1,40,0
56,4,9,5,9,3,1,35,0
58,4,9,5,9,3,1,45,1
32,4,9,1,14,2,2,34,0
40,4,12,5,2,3,1,60,1
45,4,9,5,9,3,1,40,0
41,4,15,5,1,4,2,40,1
42,4,13,5,9,4,2,40,0
59,3,6,4,14,1,2,30,0
19,3,10,1,9,5,1,40,0
58,4,10,1,10,2,1,20,0
42,5,9,5,11,3,1,40,1
20,4,9,1,14,5,2,40,0
32,4,9,3,14,2,2,30,0
45,4,11,4,5,2,2,45,0
50,4,4,2,6,2,1,40,0
36,4,13,2,1,5,2,40,0
45,4,9,5,4,3,1,60,0
17,4,7,1,14,5,1,12,0
59,4,10,5,4,3,1,40,0
26,4,7,5,6,3,1,40,0
37,6,10,5,5,3,1,75,1
19,3,10,1,6,5,1,24,0
64,4,9,5,5,3,1,40,1
33,4,13,1,1,2,2,45,0
33,4,9,5,6,4,2,40,1
61,4,9,5,5,3,1,40,1
17,4,5,1,14,5,1,24,0
50,5,14,5,11,3,1,98,0
27,3,14,1,1,5,1,35,0
30,4,9,2,1,5,2,40,0
43,4,9,5,8,3,1,40,0
44,4,10,5,6,3,1,40,1
35,4,10,1,5,2,2,40,0
25,4,10,1,2,5,2,40,0
24,4,10,5,7,4,2,48,1
22,4,13,1,1,2,2,15,0
42,3,10,5,6,3,1,40,1
34,4,12,2,4,1,2,45,0
60,4,13,2,1,2,2,42,0
21,4,9,1,8,5,1,40,0
57,1,14,5,4,3,1,40,1
41,4,15,5,1,3,1,60,1
50,4,10,2,14,2,1,45,0
25,4,13,1,5,2,2,40,0
50,4,4,5,6,3,1,40,0
36,4,13,5,1,3,1,45,0
31,4,9,2,1,2,2,40,0
29,3,13,1,12,2,1,56,0
21,4,10,1,4,5,1,45,0
27,4,13,1,2,1,2,40,0
65,4,9,5,10,3,1,16,0
37,6,13,2,4,2,2,60,0
39,3,14,5,6,4,2,40,0
24,4,9,1,6,5,1,40,0
38,4,9,2,4,2,1,80,0
48,4,13,5,9,3,1,40,1
21,4,10,1,14,2,2,25,0
31,4,9,5,10,3,1,45,1
55,4,9,5,4,3,1,40,1
24,4,10,5,9,4,2,40,0
43,4,9,2,9,2,2,40,0
26,4,12,1,2,2,1,45,0
46,4,12,1,1,2,2,33,0
35,4,12,5,9,3,1,40,1
41,6,10,5,11,3,1,54,1
26,4,13,1,4,2,1,40,0
34,4,14,5,5,3,1,35,1
19,3,10,1,6,5,2,25,0
36,5,13,2,1,2,2,40,1
22,4,10,1,4,5,1,15,0
24,4,10,1,7,2,1,40,0
77,5,10,5,4,3,1,40,0
22,4,3,5,7,6,2,40,0
29,4,10,1,2,2,2,40,0
62,4,9,4,14,2,2,24,0
39,5,9,5,5,3,1,40,0
43,4,10,5,6,3,1,50,0
35,4,9,2,10,2,1,45,0
29,4,7,1,5,2,2,40,0
76,5,14,5,6,3,1,10,0
63,5,9,5,11,3,1,45,0
23,3,11,1,6,5,2,15,0
43,4,10,5,1,4,2,50,1
58,5,9,5,8,3,1,40,0
66,4,9,1,10,2,1,55,0
41,4,10,1,6,2,1,45,0
26,4,13,1,9,2,1,40,0
47,4,11,1,14,2,1,40,0
55,3,6,5,9,3,1,40,0
53,4,9,5,10,3,1,40,0
17,4,3,1,14,6,1,48,0
30,4,9,1,6,6,1,40,0
49,4,14,1,1,2,1,60,0
19,4,9,1,4,1,1,30,0
45,4,9,5,14,3,1,40,0
26,4,12,1,4,2,1,40,0
38,4,11,5,6,3,1,40,1
36,2,9,5,12,3,1,40,1
33,4,9,1,11,2,1,20,0
22,2,10,1,12,5,2,40,0
43,5,13,1,4,2,1,42,0
67,3,7,5,6,3,1,8,0
30,3,11,2,6,1,2,40,0
56,4,12,6,14,2,1,25,0
31,4,13,1,1,5,1,25,0
33,4,13,5,5,3,1,40,1
26,4,9,5,14,3,1,40,0
33,4,13,5,5,3,1,40,1
46,3,7,5,10,3,1,30,0
59,3,13,5,6,3,1,40,1
38,1,9,5,9,3,1,40,1
65,4,7,4,14,1,1,40,0
40,4,11,5,2,3,1,40,1
42,4,9,5,9,4,2,35,0
26,5,5,5,6,3,1,40,0
36,4,6,5,14,4,2,24,0
62,4,14,5,1,3,1,40,1
43,4,13,5,10,3,1,45,0
43,4,13,2,5,2,1,45,1
22,4,9,6,4,2,1,55,0
28,4,9,5,6,3,1,40,0
56,5,10,5,4,3,1,45,0
22,4,12,1,4,2,2,15,0
57,4,13,2,5,2,2,45,1
39,4,9,2,4,1,2,40,0
26,1,10,1,9,1,2,15,0
17,4,7,1,14,5,1,10,0
40,2,11,5,7,3,1,38,1
45,4,9,5,7,3,1,40,0
44,4,9,1,6,2,1,40,0
20,3,10,1,9,5,2,10,0
33,4,9,5,6,4,2,40,0
23,4,10,1,4,2,1,40,0
46,5,14,2,5,2,1,30,0
38,4,9,5,4,3,1,50,0
54,4,9,2,10,2,1,40,0
46,4,3,2,6,2,2,45,0
25,4,10,5,6,3,1,40,0
46,4,10,2,4,2,2,40,0
36,3,10,5,10,4,2,40,0
23,4,9,1,14,2,2,25,0
29,4,9,3,7,2,1,40,0
44,4,10,5,9,4,2,6,1
19,4,10,1,9,5,2,16,0
19,4,9,1,14,6,2,40,0
35,4,9,5,14,4,2,40,1
27,4,13,1,6,2,1,50,0
46,5,12,3,6,2,1,40,0
34,2,13,5,5,3,1,45,1
34,4,9,1,14,2,2,35,0
44,4,10,5,2,3,1,40,0
45,4,10,2,8,1,2,40,0
20,3,9,1,6,6,2,35,0
25,4,13,5,5,3,1,55,1
52,6,13,5,5,3,1,50,1
20,4,10,1,8,5,1,40,0
28,4,10,1,14,2,2,40,0
50,2,13,5,12,3,1,40,1
34,4,11,2,2,2,2,64,0
28,4,4,5,8,3,1,40,0
41,4,14,5,5,3,1,65,1
28,4,9,5,9,3,1,40,0
46,5,9,5,6,3,1,25,0
28,3,10,5,6,4,2,40,1
32,4,10,5,5,3,1,50,0
41,3,10,2,14,2,2,24,0
24,4,9,1,8,1,2,40,0
33,4,10,2,5,1,2,40,0
46,4,16,5,5,3,1,60,1
31,2,10,5,7,3,1,40,0
35,4,8,2,6,2,1,50,1
52,4,2,5,7,3,1,40,0
30,4,7,1,14,5,2,19,0
34,3,7,3,7,2,1,40,0
34,2,9,2,10,1,2,40,0
20,4,10,5,4,3,1,30,0
17,4,7,1,8,5,1,18,0
32,2,13,5,5,4,2,40,1
29,4,9,2,11,2,1,40,0
33,4,6,1,6,1,2,35,0
25,4,9,5,10,3,1,60,0
36,1,14,1,1,2,1,40,0
23,4,9,1,8,2,1,72,0
63,6,9,5,5,3,1,40,1
47,3,14,5,1,3,1,40,0
80,3,9,4,6,2,1,24,0
17,3,7,1,6,5,1,40,0
40,5,13,6,1,2,2,40,0
30,4,12,5,14,4,2,25,1
27,4,10,1,6,5,1,40,0
33,4,14,5,1,3,1,50,1
34,3,9,1,11,2,1,60,0
34,3,10,1,12,2,2,40,0
23,4,10,5,9,3,1,40,0
42,3,10,5,9,4,2,40,0
29,4,13,1,1,2,1,40,0
45,4,9,2,9,2,2,28,0
24,1,9,1,3,5,1,40,0
44,4,10,5,1,3,1,40,1
27,4,5,1,6,6,1,40,0
20,4,10,1,4,2,1,35,0
44,4,9,4,5,1,2,40,0
51,4,9,5,6,3,1,40,0
20,4,9,5,7,3,1,40,0
17,3,7,1,6,5,2,5,0
19,4,9,1,7,5,2,40,0
45,6,10,5,6,3,1,55,1
60,4,9,5,6,3,1,40,1
42,4,12,5,5,3,1,40,1
44,5,9,5,4,4,2,40,1
40,4,11,5,7,3,1,40,1
30,4,9,5,5,4,2,40,0
38,4,10,5,10,3,1,50,0
23,4,9,5,10,3,1,60,0
32,3,10,5,6,3,1,40,0
44,4,12,1,11,5,1,40,0
54,3,9,5,10,3,1,40,0
32,4,13,5,1,3,1,50,0
50,4,2,6,6,1,1,40,0
24,4,13,1,2,2,2,20,0
37,4,9,5,9,4,2,60,0
52,4,9,2,10,1,1,40,0
38,4,10,5,10,3,1,40,0
49,4,14,5,5,3,1,45,1
30,4,13,5,2,4,2,16,1
60,4,10,1,1,1,1,40,1
22,3,10,1,6,5,1,40,0
35,4,9,1,6,2,1,40,0
30,4,9,1,10,2,1,60,0
67,4,11,2,14,2,2,24,0
46,4,13,1,6,2,2,40,0
17,4,5,1,14,2,1,6,0
22,4,10,1,8,5,1,30,0
27,4,6,1,14,2,1,40,0
23,4,9,1,14,1,2,35,0
33,4,12,5,6,3,1,45,0
43,5,10,5,6,3,1,20,0
28,2,13,1,1,2,1,20,0
41,4,9,6,6,1,2,40,0
52,3,8,1,6,6,1,40,0
25,4,10,6,9,5,2,20,0
63,3,2,5,6,3,1,35,0
59,3,9,5,10,3,1,45,0
45,3,13,2,1,1,2,40,0
38,4,13,5,4,3,1,60,1
40,4,9,1,14,2,2,35,0
46,1,9,2,9,2,1,40,0
35,4,12,1,5,2,2,60,0
34,4,9,2,1,1,2,25,0
33,4,13,1,6,5,1,20,0
41,4,9,2,9,1,2,36,0
20,4,10,1,7,5,1,40,0
23,4,3,1,14,5,1,40,0
26,4,10,1,1,2,2,35,0
72,3,9,5,6,3,1,20,0
23,3,9,1,11,2,1,40,0
62,3,9,5,10,3,1,40,0
52,4,10,5,9,3,1,40,0
58,4,10,2,14,1,2,42,0
25,4,13,1,4,2,2,40,0
24,4,13,1,5,2,1,40,0
19,4,10,1,12,5,1,8,0
43,4,10,5,5,3,1,40,0
47,3,9,3,9,1,2,40,0
39,4,9,2,14,1,2,40,0
49,4,11,6,8,1,1,42,0
53,3,3,4,6,1,2,30,0
32,4,11,1,6,2,1,45,0
34,4,10,5,1,3,1,50,1
28,4,9,2,6,2,1,45,0
57,3,11,4,6,1,2,38,0
25,4,10,1,9,2,2,20,0
20,3,10,1,6,5,1,24,0
21,3,10,1,6,1,2,35,0
34,4,13,5,1,3,1,50,1
38,6,13,5,5,3,1,80,1
50,4,9,5,5,3,1,50,1
24,3,10,2,8,2,1,50,0
37,3,10,5,2,3,1,45,1
44,4,10,2,7,1,1,58,1
28,4,10,5,4,4,2,40,0
42,4,13,5,5,3,1,40,1
74,4,10,2,9,2,2,9,0
38,5,9,5,6,3,1,50,0
44,5,14,5,1,3,1,40,0
44,4,7,2,7,1,2,46,0
26,4,9,1,7,2,1,40,0
36,4,9,5,14,3,1,40,0
41,4,12,5,5,4,2,50,1
67,4,15,5,1,3,1,48,1
39,3,8,5,2,3,1,50,0
57,4,2,4,13,2,2,30,0
29,4,11,3,6,2,1,40,0
31,6,13,1,11,2,2,45,0
34,3,9,1,6,1,2,40,0
44,4,10,5,10,3,1,40,0
29,4,16,1,1,5,1,40,0
30,4,10,1,8,1,2,40,0
27,4,9,1,10,2,1,40,0
27,4,10,5,4,3,1,50,0
32,4,9,1,8,2,2,45,0
58,4,6,5,14,4,2,8,0
35,3,10,5,12,3,1,40,0
21,4,9,1,8,5,1,36,0
28,4,10,1,6,1,1,40,0
46,5,10,2,5,2,1,50,0
36,5,9,3,14,1,2,40,0
72,4,7,4,9,1,2,40,0
35,4,9,5,7,4,2,40,0
33,1,11,2,6,1,2,40,1
69,4,7,1,7,2,2,40,0
35,4,9,5,7,3,1,40,0
31,4,9,3,9,1,2,20,0
34,4,9,5,2,4,2,32,0
30,4,7,5,14,3,1,40,0
28,4,13,1,10,2,1,55,0
54,4,13,5,4,3,1,35,1
47,4,10,5,1,3,1,50,1
24,4,9,1,8,1,2,40,0
52,5,13,5,1,3,1,60,1
20,4,9,1,8,5,1,48,0
43,6,14,5,5,3,1,45,0
45,4,4,3,14,1,2,40,0
29,5,9,3,6,2,1,35,0
47,4,14,2,5,1,1,42,0
24,4,9,1,6,5,1,40,0
51,4,9,5,1,3,1,40,0
17,4,7,1,4,5,1,12,0
37,4,11,5,6,3,1,40,1
27,4,16,1,1,2,2,70,0
29,4,13,5,5,4,1,40,1
18,3,8,1,6,5,1,25,0
36,5,12,2,4,1,2,35,0
58,3,13,1,1,2,2,40,0
26,5,10,5,6,3,1,45,0
65,3,10,5,6,3,1,30,1
57,4,9,5,4,3,1,40,1
59,4,9,5,6,3,1,40,0
27,4,9,5,7,3,1,40,0
31,5,13,1,2,2,1,40,0
21,4,10,1,4,5,2,24,0
29,4,10,1,9,2,1,60,0
18,4,7,1,14,5,1,40,0
52,4,6,5,6,3,1,47,1
57,6,13,2,1,2,1,80,0
42,3,9,5,6,3,1,40,0
55,3,9,5,6,4,2,40,0
60,4,4,1,10,2,1,48,1
31,4,13,5,1,3,1,40,1
23,4,13,1,9,5,2,40,0
27,4,9,1,4,5,1,40,0
23,3,10,1,6,1,2,25,0
42,5,15,5,1,3,1,50,1
25,4,10,1,2,2,1,40,0
49,4,13,1,1,2,2,45,0
32,4,13,1,2,2,1,40,0
19,4,10,1,9,5,1,28,0
60,4,4,2,14,2,2,40,0
42,3,5,5,14,3,1,40,0
35,5,12,1,11,2,1,40,0
48,4,9,1,9,1,2,37,0
51,4,14,5,6,3,1,40,1
29,4,9,1,6,2,1,40,0
36,3,9,3,5,2,1,40,0
17,4,6,1,14,5,2,21,0
52,4,14,2,1,2,2,60,0
24,4,9,1,6,2,1,40,0
24,4,9,5,8,3,1,50,0
26,3,13,1,1,5,1,40,0
27,4,13,1,14,5,2,20,0
39,4,9,1,8,5,1,60,0
30,4,9,5,10,3,1,45,0
50,5,9,5,5,3,1,32,0
52,6,13,5,4,3,1,55,0
46,4,15,5,1,3,1,45,1
23,4,13,1,4,5,2,20,0
45,4,7,4,14,2,2,20,0
65,4,5,4,13,1,2,24,0
29,4,11,5,10,3,1,55,0
47,4,5,6,8,1,1,40,0
30,4,9,1,11,5,1,60,0
34,4,9,5,4,3,1,45,1
38,5,9,5,4,3,1,64,0
33,4,10,5,5,3,1,40,1
49,4,13,5,4,3,1,26,1
47,5,10,1,14,1,2,40,0
49,3,6,3,14,1,2,40,0
43,4,10,5,6,3,1,60,1
30,4,13,5,9,4,2,40,1
58,5,9,5,6,3,1,60,0
19,4,9,1,14,5,2,14,0
21,4,13,1,8,2,1,40,0
33,4,13,5,5,3,1,60,1
47,6,3,5,10,3,1,50,0
52,5,16,5,1,3,1,60,1
26,4,9,2,6,2,1,55,0
60,4,9,5,6,3,1,40,0
21,4,10,1,8,5,1,40,0
36,4,10,5,4,3,1,50,1
31,4,10,5,6,3,1,45,0
50,6,16,3,1,2,1,40,1
31,3,9,2,9,1,2,40,0
71,4,9,5,6,3,1,15,0
58,3,9,5,6,3,1,50,0
30,2,13,5,2,3,1,40,1
20,4,10,1,14,5,1,20,0
24,4,9,1,5,6,1,50,0
35,4,16,5,1,3,1,40,1
38,2,10,3,5,2,2,45,0
27,4,9,1,7,5,2,32,0
29,2,10,1,9,1,2,40,0
70,3,5,4,6,1,2,15,0
34,4,9,5,6,3,1,45,0
44,4,4,5,6,3,1,35,0
43,4,9,5,7,3,1,40,1
44,5,8,5,8,3,1,40,1
35,4,14,1,4,2,1,60,0
27,4,10,1,1,2,1,40,0
43,3,14,1,1,2,1,38,0
20,4,10,1,4,2,2,25,0
42,4,12,2,1,1,2,40,1
27,2,10,5,10,3,1,40,0
42,4,9,5,6,3,1,40,1
20,3,7,6,6,5,2,40,0
24,4,5,1,7,2,1,40,0
48,1,10,2,5,2,1,40,0
17,3,7,1,6,5,2,20,0
17,5,7,1,11,5,1,10,0
33,4,13,5,5,3,1,40,1
50,6,9,5,4,3,1,50,1
22,4,9,1,4,5,2,40,0
17,4,8,1,14,5,1,16,0
32,4,10,5,9,3,1,40,0
31,4,9,1,6,2,1,45,0
58,5,9,4,5,2,1,50,0
29,3,9,1,12,5,1,48,0
37,4,11,5,6,3,1,40,1
34,5,9,5,6,3,1,40,1
23,3,10,3,5,1,1,40,0
18,2,7,1,9,5,2,5,0
34,4,9,2,5,2,2,40,0
66,3,4,1,6,2,1,4,0
45,3,13,5,1,4,2,55,0
41,4,14,1,5,2,1,35,0
26,4,9,1,14,6,1,30,0
54,3,10,5,11,3,1,40,0
24,4,10,1,7,5,2,45,0
42,4,10,5,1,3,1,50,0
20,4,10,1,1,5,1,20,0
23,2,13,1,2,2,2,20,0
25,3,12,1,6,6,1,45,0
35,4,14,1,1,2,1,60,1
31,4,14,5,2,3,1,40,1
30,4,13,1,1,5,2,40,0
19,4,9,1,4,5,2,20,0
36,3,13,1,1,2,1,50,0
31,4,13,4,4,1,2,40,0
21,4,10,1,8,5,1,30,0
31,5,10,5,6,3,1,40,0
46,4,16,2,1,1,2,65,1
44,4,13,2,5,5,2,50,1
40,4,8,5,14,3,1,40,0
45,4,10,1,4,2,1,40,0
60,4,9,5,6,3,1,35,0
18,4,7,1,14,6,1,25,0
28,4,13,5,1,3,1,40,0
36,4,10,2,9,1,2,40,0
36,4,13,3,1,2,1,40,0
40,4,11,5,2,3,1,40,0
36,3,13,2,9,1,2,35,0
31,4,9,3,14,1,2,40,0
33,4,9,5,7,3,1,40,0
19,2,9,1,2,5,2,40,0
22,4,10,1,4,5,2,15,0
34,4,13,5,5,3,1,45,1
33,4,9,1,14,2,1,40,0
41,4,9,5,6,3,1,60,0
29,4,13,1,1,2,1,40,0
50,3,9,5,5,3,1,42,1
42,4,13,5,5,3,1,45,1
43,4,13,1,1,2,1,40,1
44,4,9,5,4,4,2,40,0
20,4,10,1,14,2,2,20,0
31,4,9,5,14,3,1,40,0
65,5,7,5,5,3,1,59,1
23,4,10,1,14,2,2,24,0
55,4,10,2,9,2,2,40,0
26,4,11,5,9,3,1,45,0
25,4,11,1,14,5,2,15,0
45,3,10,5,6,4,2,40,0
35,4,10,5,6,3,1,40,0
36,4,10,1,4,2,2,36,0
43,2,13,5,1,3,1,50,0
56,4,9,4,14,1,2,20,0
42,4,13,5,2,3,1,40,1
19,4,10,1,14,6,2,25,0
55,5,9,5,10,3,1,72,0
42,4,14,1,5,2,2,50,1
26,4,11,1,2,5,1,40,0
17,4,8,1,8,5,1,20,0
42,3,13,5,1,4,2,40,1
55,4,9,5,10,3,1,40,1
32,4,10,1,9,5,2,40,0
29,4,7,1,6,5,1,40,0
46,2,13,5,1,3,1,37,0
29,2,13,5,5,3,1,40,1
22,4,13,1,1,1,1,20,0
58,5,6,5,6,3,1,40,0
23,4,9,1,10,1,1,50,0
39,4,9,1,8,2,1,40,0
27,4,11,1,6,5,1,38,0
54,4,9,5,10,3,1,40,1
33,3,13,1,1,2,2,45,0
46,1,9,5,9,4,2,40,1
37,4,9,1,11,2,1,40,0
36,4,9,1,14,2,2,18,0
59,3,9,5,9,4,2,38,1
34,3,9,2,12,1,1,40,0
53,6,16,5,5,3,1,70,1
51,4,13,1,4,2,1,55,1
32,4,6,3,14,1,2,42,0
31,2,10,6,14,6,1,40,0
22,4,10,5,4,4,2,30,0
47,5,13,2,4,2,2,50,0
32,4,9,1,7,2,1,40,0
26,4,10,1,11,2,2,38,0
37,4,3,3,11,2,1,32,0
31,4,9,2,6,1,1,55,0
37,4,11,5,2,4,2,24,1
55,4,9,1,4,2,1,38,0
23,3,11,2,2,2,1,56,0
36,4,10,2,9,1,2,40,0
